Sample_id,LUM_92,LUM_85,LUM_80,LUM_75,LUM_73,LUM_67,LUM_62,LUM_58,LUM_57,LUM_55,LUM_53,LUM_46,LUM_42,LUM_39,LUM_31,LUM_317,LUM_313,LUM_29,LUM_248,LUM_247,LUM_246,LUM_245,LUM_244,LUM_243,LUM_242,LUM_241,LUM_240,LUM_239,LUM_238,LUM_237,LUM_236,LUM_235,LUM_234,LUM_233,LUM_232,LUM_231,LUM_230,LUM_229,LUM_228,LUM_227,LUM_226,LUM_225,LUM_223,LUM_139,LUM_138,LUM_115,LUM_108,LUM_105,LUM_103,LUM_06,LUM_01,LUM3_976,LUM3_972,LUM3_969,LUM3_796,LUM3_583,LUM3_570,LUM3_566,LUM3_556,LUM3_546,LUM3_188,LUM3_185,LUM3_182,LUM3_181,LUM3_173,LUM3_170,LUM3_168,LUM3_156,IGRR015,IGRR014,IGRR013,IGRR012,IGRR011,IGRR010,IGRR009,IGRR008,IGRR007,IGRR006,IGRR005,IGRR004,IGRR003,IGRR002,IGRR001
GGB51441_SGB71759,0,0.00213,0.0,0.00019,0,0.0,0.0,0.00508,0.0,0.0,0.00055,0.01155,0.0,0.01258,0.00751,0.0,0.00397,0,0.05065,0.00021,0.00236,0.0248,0,0.00502,0.0,0.01815,0.0,0.00131,0.02851,0,0.0,0.0,0.0,0.0,0.00228,0,0.00651,0.02261,0,0.0,0.0,0.0,0.00268,0,0.00271,0.0,0.00049,0,0,0.00351,0.00562,0,0.0,0.0,0.01453,0.00189,0.01564,0,0.00022,0.0,0.00263,0.00856,0.0,0.0045,0.00031,0,0.00279,0.00968,0.0,0.00253,0.00058,0.01062,0.00775,0,0.00409,0,0.0,0.0,0.0,0.00216,0.0,0,0.0
Sanguibacteroides_justesenii,0,0.0201,0.0,0,0.0469,0.0,0.00456,0.0,0.0,0.0,0,0.0,0.0,0.02309,0,0.0,0.06299,0,0.0,0,0.00077,0.0229,0,0.0,0.0,0.0,0.0,0,0,0,0.02832,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.05279,0.0,0,0.0,0.0,0,0.00888,0.03471,0.0,0,0,0.0,0.0,0.0,0.0,0.01488,0,0,0.0,0.01001,0,0.0,0,0,0,0,0,0.0,0.00381,0,0.06384,0.0,0,0.0,0,0.0,0.0,0.04764,0.00828,0.03207,0,0.0
GGB28319_SGB40892,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06769,0,0.0,0.0,0,0.0,0,0.0,0.0173,0,0.01341,0.0,0.0,0.0,0.00187,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.00548,0,0.0,0.0,0.0,0.0,0.0,0,0,0.04314,0.0,0,0.0,0,0,0,0.03088,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.00265,0,0.0,0,0.0
Candidatus_Saccharibacteria_unclassified_SGB19850,0.00659,0.00615,0.00853,0,0,0.10789,0.0,0.01627,0.00814,0.0,0.00366,0.0,0.0,0.00438,0,0.0,0.0014,0.00367,0.0,0.01833,0.00643,0.01471,0,0.0,0.06928,0.00013,0.0,0,0,0,0.00718,0.0,0.0,0.01002,0,0,0.0,0.00356,0,0.00167,0.01105,0.00341,0.0,0,0.0021,0.0,0.00848,0.00472,0.14966,0.00818,0.01594,0,0.0,0.08005,0.00311,0.0051,0.0,0,0.00817,0.00198,0.0011,0.01651,0.0,0.03472,0.00106,0,0.00358,0,0.01255,0,0,0.0,0.0,0.00424,0.00301,0.00764,0.0,0.00476,0.0,0.00172,0.02725,0,0.0
Oxalobacter_formigenes,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.01461,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.00143,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Candidatus_Alloscillospira_gallinarum,0.00186,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.00967,0,0.00454,0.0,0.0,0.0,0.00006,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.00265,0.0,0.0,0,0.0,0.0,0.00315,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00012,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.00038,0,0.0,0,0.00156,0.0,0.00216,0,0.00581,0,0.0
Faecalibacillus_faecis,0,0.00377,0.24591,0,0,0.0,0.1101,0.0,0.0,0.0,0,0.0,0.0,0,0.2068,0.05844,0.0,0,0.0,0,0.0,0.00845,0,0.0,0.21255,0.0,0.0,0.00852,0,0,0.0,0.37185,0.06782,0.0,0,0,0.0,0.0,0,0.0,0.0,0.01599,0.0,0,0.0,0.00375,0.0364,0.00813,0,0.0,0.00748,0,0.0,0.0,0.0,0.01481,0.0,0.0045,0,0.0,0.0,0.184,0.0,0,0,0,0.01458,0,0.0,0,0,0.0,0.0,0.00116,0.0,0,0.0,0.0,0.0,0,0.05294,0,0.0
Candidatus_Borkfalkia_ceftriaxoniphila,0,0,0.0,0.2425,0.02121,0.0,0.00399,0.0,0.0,0.07298,0,0.06597,0.0,0,0.04999,0.0,0.02454,0,0.0,0.09755,0.0,0.00477,0.0654,0.00726,0.0,0.0,0.0,0.00596,0.00098,0,0.003,0.0,0.02455,0.0,0.02373,0.30876,0.0,0.0,0,0.00093,0.09507,0.10544,0.03036,0,0.0,0.0,0,0.00165,0.04118,0.00211,0,0,0.0,0.0,0.0,0.01145,0.07745,0,0.00162,0.0,0.0,0.00578,0.0,0.00794,0.00188,0.03005,0,0,0.0,0,0,0.0,0.0,0,0.0,0.17271,0.0,0.0,0.0,0,0.05158,0,0.02488
Clostridium_sp_SN20,0,0,0.0,0,0,0.0,0.0,0.03952,0.0,0.0,0,0.01149,0.0,0,0,0.0,0.0,0.02223,0.0,0,0.0,0.00393,0,0.00744,0.0,0.01274,0.00374,0,0,0,0.00058,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.00304,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.00208,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.05782,0.01776,0.0,0.0,0.0,0,0.0,0,0.01103
Mediterraneibacter_butyricigenes,0.00334,0.00015,0.02572,0.00186,0.00712,0.0,0.0,0.0,0.00943,0.0,0.00027,0.0049,0.0,0.00356,0.0002,0.0,0.0,0,0.0,0,0.00785,0.00345,0,0.0,0.004,0.00456,0.01921,0.03896,0,0,0.00132,0.0,0.0,0.0,0,0.00639,0.00502,0.00182,0,0.00075,0.0,0.00039,0.0001,0,0.0,0.00244,0,0,0.00069,0.00333,0.01719,0,0.00723,0.0,0.00747,0.00944,0.00597,0.01552,0.00433,0.00224,0.00434,0.00561,0.00374,0.00105,0.00037,0.00389,0.00174,0.01319,0.0,0.00763,0,0.00941,0.03086,0.00443,0.00495,0,0.00178,0.00095,0.00675,0.00102,0.0,0,0.01352
Bacteroides_faecis,1.5986,0,0.0,0,0,0.0,1.40699,1.80573,0.0,0.0,0,0.0,0.0,0.01063,0,0.0,0.0,0,0.11739,0,0.37489,0.00288,0,0.39825,0.00115,0.0,0.0,0.00131,0.00153,0,0.0,0.0,1.97496,0.00012,0,0,0.0,0.0,0,0.0,0.64784,0.0,2.21107,0,0.0,0.0,0,0.44773,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.20427,0.0,0.0,0,0.32637,0,0,0.1717,0.11581,0,5.70223,0,0.07824,0.0,0.4644,0,0.0,0,0.0,0.90049,0.46651,0,0.0,0,0.0
Veillonella_dispar,0,0,0.03611,0.00359,0,0.00173,0.00633,0.02158,0.04084,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.002,0.00356,0.10916,0.0,0.0,0.00119,0,0,0,0.0,0.0,0.02291,0.0,0,0,0.15717,0.0,0,0.0,0.0,0.0,0.01458,0,0.0,0.0,0.00558,0.0015,0,0.00164,0,0,0.0,0.0,0.09129,0.02501,0.00453,0.00083,0.00236,0.0,0.0,0,0.0,0,0,0.00919,0.00958,0.00728,0.0,0,0.12602,0.00022,0.0,0,0.0,0,0.0,0.0,0.00036,0.00108,0.00019,0,0.05295
Raoultibacter_timonensis,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.00168,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.00025,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Mediterraneibacter_massiliensis,0.00422,0.00022,0.00357,0,0,0.0,0.0051,0.0,0.0,0.0,0.00186,0.0,0.0,0,0.00022,0.00367,0.0,0,0.0,0,0.0,0.00067,0,0.0,0.0,0.0,0.0,0.00739,0.00237,0,0.0,0.0,0.0,0.0,0.00013,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.00815,0,0.00013,0,0.0,0,0,0.0,0.01066,0.0,0.00075,0.0,0.00308,0,0.0,0.0,0,0.0,0,0,0,0,0.00054,0.0,0,0,0.0,0.01109,0,0.00165,0,0.0,0.0,0.00106,0.00068,0.0,0,0.0
Bacteroides_sp_GM023,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.00051,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
GGB1221_SGB1590,0,0,0.0,0,0.37773,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.01677,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.89066,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
GGB3256_SGB4303,0.78362,0.00898,0.0,0,0.29197,0.0,0.73456,0.01561,0.2633,0.0,0,0.0,0.0,0.42831,0,0.0,0.0,0,0.0,0.13806,0.00714,0,0,0.0,0.0,0.0,0.26615,0,0.51208,0,0.0,0.0,0.0,0.0,0.46181,0,0.31266,0.1736,0,0.0,0.06486,0.08615,0.0,0,0.00261,0.0,0,0,0.49473,0.39425,0,0,0.0,0.0,0.00811,0.0,0.3108,0.55055,0,0.0,0.75469,0.1668,0.0,0.14263,1.34275,0,0.16273,0.68419,0.0,0.26236,0.00471,0.05072,0.0,1.41003,0.0,0.42174,0.09321,0.0,0.0,0,0.40205,0,0.53893
GGB9631_SGB15086,0,0,0.0,0,0.24286,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00132,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.1134,0.0,0.0,0,0,0.01297,0.0,0,0.0,0,0,0,0,0,0.0,0.0737,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Faecalimonas_umbilicata,0,0,0.0,0,0.20167,0.21431,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.00089,0.0,0.0,0,0.0,0,0.0,0,0.09862,0.0,0.0,0.0,0.0,0,0.03078,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Butyricicoccus_SGB14985,0,0,0.0,0,0.12158,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08879,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00141,0.0,0.0,0.00097,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Flavobacteriales_bacterium,0,0,0.0,0,0.11971,0.0,0.05687,0.0,0.0,0.0,0.00561,0.0,0.0,0,0.15042,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.2744,0.09268,0,0.0,0.0,0.0,0.0,0,0,0.02822,0.0,0,0.0,0.0,0.0,0.00316,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.00009,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Evtepia_gabavorous,0,0,0.05929,0.01782,0.11113,0.0,0.04684,0.05215,0.0,0.06024,0,0.04918,0.0,0,0,0.0,0.0,0,0.1397,0,0.0,0,0,0.11587,0.0,0.05289,0.0,0.40385,0.03594,0,0.0,0.0,0.0,0.0,0,0.11092,0.0,0.01286,0,0.01961,0.04172,0.0,0.0,0,0.01645,0.0,0,0.02023,0,0.07926,0,0,0.0,0.0,0.0,0.0,0.03315,0.01236,0.03416,0.0,0.08711,0,0.0,0.02048,0.01351,0.10656,0,0.0911,0.0,0,0.02268,0.0,0.0,0,0.06252,0.03696,0.02056,0.03258,0.0,0.03112,0.0,0,0.0
Desulfovibrio_piger,0,0,0.0,0,0.05323,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.19935,0,0.0,0.0,0,0.0,0,0.0,0,0,0.09277,0.00142,0.40239,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.40432,0.0,0,0.53438,0.52487,0.0,0,0,0.27701,0.0,0.08874,0.11531,0.0,0,0,0.0,0.0,0,0.0,0,0,0.38154,0,0,0.0,0,0,0.48789,0.24001,0.16725,0.22468,0,0.0,0.0,0.0,0.2031,0.65974,0,0.0
GGB9620_SGB15068,0.13757,0.00096,0.0,0.00678,0.02509,0.04496,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00133,0,0.0,0.0,0,0.0,0.00355,0.0,0,0,0.00048,0.0,0.0,0.0,0,0.02816,0,0.02242,0.0,0.0,0.0,0,0.00605,0.0,0.0,0,0.0,0.0,0.0006,0.0,0,0.0,0.01953,0,0,0.03177,0.0,0,0,0.0,0.06718,0.0,0.0,0.0,0,0,0.00134,0.00145,0,0.0,0,0,0,0,0,0.0,0,0.00594,0.0,0.0,0,0.00767,0.07772,0.01114,0.00464,0.0,0,0.0,0,0.0
Dialister_pneumosintes,0,0,0.0,0,0.01549,0.0,0.0,0.0,0.02003,0.0,0.01826,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0004,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.01885,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Bilophila_SGB15450,0,0,0.0,0.01414,0.00539,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.00959,0,0.0,0,0.01071,0,0,0.0,0.0,0.0,0.0,0,0.01645,0,0.00665,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.01042,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0207,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.01952,0.00201,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Clostridium_scindens,0,0,0.0,0,0.00466,0.03994,0.00398,0.01141,0.0,0.0,0,0.0,0.0,0,0.00025,0.03295,0.0,0,0.0,0,0.0,0,0.25164,0.0,0.00115,0.0,0.0,0.02012,0,0,0.0,0.00926,0.0,0.0175,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.06856,0.00437,0,0.00553,0.0,0,0,0.0,0.00471,0.0,0.0,0.0068,0,0,0.0,0.0,0.01043,0.02743,0,0,0,0,0,0.01677,0,0.00358,0.00902,0.00354,0,0.0017,0,0.00342,0.0,0.0,0,0.0,0,0.0062
Fusobacterium_nucleatum,0,0,0.00175,0,0.00461,0.0,0.0,0.0,0.00645,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.00099,0.0,0.0,0.0,0.0,0.00108,0,0,0.0,0.0,0.0,0.0,0,0,0.0216,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.08279,0,0,0.0,0.0,0.0,0.0,0.00171,0,0,0.0,0.0,0.00268,0.00877,0,0,0.00635,0,0,0.03253,0,0,0.0,0.00102,0,0.0,0,0.0,0.0,0.00279,0,0.0,0,0.0
GGB2977_SGB3959,0.00265,0,0.00817,0,0.00452,0.0,0.0,0.00176,0.0,0.0,0.0066,0.0,0.0,0.00112,0,0.0,0.0,0,0.0,0,0.0,0,0,0.00063,0.0,0.0,0.0,0.00047,0,0,0.0,0.0,0.0,0.0,0,0,0.00165,0.0,0,0.0,0.0,0.0,0.0,0,0.00072,0.0,0,0.00461,0.00115,0.0,0.01248,0,0.0,0.0,0.0067,0.0,0.0,0,0,0.0,0.0,0,0.0,0.00027,0,0,0,0,0.0,0,0,0.00666,0.00682,0.00475,0.0,0,0.0,0.0,0.0,0.00179,0.0,0,0.0
Clostridium_paraputrificum,0,0,0.0,0,0.00376,0.00451,0.0,0.23702,0.0,0.0,0.00302,0.0,0.0,0,0.00346,0.0,0.0,0,0.0,0,0.0,0,0.02784,0.0,0.00567,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.01906,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.00553,0.0,0,0.0,0,0,0,0.01109,0.00489,0.00564,0,0,0.0,0.01186,0,0.0,0,0.0,0.0,0.0,0,0.06845,0,0.0
Neglecta_timonensis,0,0,0.0,0,0.00283,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.01839,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.00106,0.00377,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.00246,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Clostridia_bacterium_UC5_1_1E11,0,0,0.12513,0,0.00269,0.0,0.0632,0.0,0.0,0.0,0,0.02548,0.0,0.02116,0.00784,0.01783,0.0,0,0.0,0,0.06638,0,0,0.0,0.0,0.0,0.0,0,0.01135,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.03781,0.0,0.0,0.0,0,0,0.0,0.01217,0.04107,0.0,0,0,0,0.00029,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.03216,0.0,0,0.02176
Clostridium_perfringens,0,0,0.0,0,0.00259,0.0,0.0,0.0,0.01093,0.0,0.01838,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.00451,0.00184,0.0,0.0,0.0,0,0,0,0.00187,0.0,0.0,0.0,0.03641,0,0.99599,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Prevotella_nigrescens,0,0,0.0,0,0.00191,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
GGB42389_SGB59559,0,0,0.0,0.00164,0.00141,0.0,0.0,0.0,0.0,0.00145,0,0.01026,0.0,0,0.00291,0.0,0.0,0,0.0,0,0.00268,0,0,0.0,0.0,0.0,0.0,0,0.02237,0,0.00095,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00631,0,0.00088,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00037,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.00024,0.0,0.0,0.00081,0.0,0,0.0
Slackia_equolifaciens,0,0,0.0,0,0.00064,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.00185,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.01249,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
GGB51510_SGB71883,0.00193,0,0.00092,0,0.00014,0.0,0.00292,0.0,0.00263,0.0,0,0.00013,0.0,0,0,0.0012,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00042,0.0,0.0,0.00159,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.04115,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.00772,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Phocaeicola_plebeius,0,5.71302,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.40272,0,0.0,0.0,0,0.0,0,1.80535,0,0.00296,6.34843,0.01596,0.69189,0.0,0,0,0,0.0,0.0,0.0,0.0,5.32842,0,0.0,2.44688,0,3.93357,0.0,0.0,0.0,0,0.0,0.0,0,0,0.03904,0.0,0,0,0.0,1.56877,0.28824,0.18769,0.0,0,1.6043,0.12121,0.76889,0,0.0,0,0,0,0.00166,1.13581,0.0,0,0,0.0,0.44345,0,0.0,0,0.0,5.86824,0.24092,0,0.0,0,0.0
GGB1246_SGB1667,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.4458,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0132,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
GGB9636_SGB15108,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.19124,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.24867,0.0,0,1.55688,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
Parabacteroides_johnsonii,0,0,0.0,0.66905,0,0.0,0.18881,0.0,0.0,0.0,0.09653,0.00113,0.00757,0,0,0.0,0.0,0.338,0.74648,0.00077,0.08631,0,0,0.0,0.0,0.0,0.0,1.76503,0.47979,0,0.0,0.0,0.0,0.00104,1.04928,0,0.0,0.0,0,0.0,0.84673,0.0,0.7105,0,0.0,0.0014,0,0.35213,0,0.0,0,0,0.05832,0.0,0.0,0.0,0.05067,0,0,0.0,0.86252,0.59215,0.0,0,0,0,0.01622,0,0.0,0,0.15744,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.17309,0.34498,0,0.0
GGB9633_SGB15090,0,0,0.0,0.04574,0,0.0,0.0,0.0,0.0,0.0,0.66551,0.0,0.0,0.66312,1.75142,3.31741,0.03291,0,0.0,0.75364,0.0,0,0,0.0,0.0,0.0,0.36074,5.07358,0,0,0.2728,0.04546,0.0,0.0,1.03693,0,0.0,0.0,0,0.14384,0.65301,0.0,0.0,0,0.0,0.00749,0,0.0673,0.00779,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.05339,0.0,0.0,0.44388,0.0,0,0,0,0.15454,0.00592,0.0,1.87856,0.00252,0.0,0.0,0,0.0,0,0.0,0.02501,0.0674,3.83978,0.0,0,0.0
GGB9634_SGB15095,0,0.21884,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00156,0.0,0.0,3.12911,0,0.0,0.0,0,0.0,0,0.02619,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.73526,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,5.78871,6.48359,0,0,0,0.0,0,0,0.55669,0.0,1.16598,0.0,0,0.0,0.0,0.0,11.21286,0.0,0,0.0
Odoribacter_laneus,0,0,0.0,0,0,0.0,0.63323,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.37264,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
